-25            -0.9858        
-24            -0.9842        
-23            -0.9808        
-22            -0.9806        
-21            -0.983         
-20            -0.9836        
-19            -0.9836        
-18            -0.981         
-17            -0.981         
-16            -0.9802        
-15            -0.9812        
-14            -0.9816        
-13            -0.9832        
-12            -0.9774        
-11            -0.9806        
-10            -0.9824        
-9             -0.983         
-8             -0.9846        
-7             -0.9808        
-6             -0.9812        
-5             -0.9854        
-4             -0.9788        
-3             -0.976         
-2             -0.9496        
-1             -0.7478        
0              0.0142         
1              0.7538         
2              0.9518         
3              0.9794         
4              0.9828         
5              0.9844         
6              0.9854         
7              0.9808         
8              0.983          
9              0.9826         
10             0.983          
11             0.9804         
12             0.9812         
13             0.9834         
14             0.9832         
15             0.9822         
16             0.9814         
17             0.9836         
18             0.9822         
19             0.9784         
20             0.9792         
21             0.9824         
22             0.9804         
23             0.981          
24             0.9816         
