-8             -0.9604        
-7.9           -0.966         
-7.8           -0.9644        
-7.7           -0.9648        
-7.6           -0.958         
-7.5           -0.9624        
-7.4           -0.9646        
-7.3           -0.9658        
-7.2           -0.961         
-7.1           -0.9668        
-7             -0.9606        
-6.9           -0.959         
-6.8           -0.9664        
-6.7           -0.9632        
-6.6           -0.9646        
-6.5           -0.9596        
-6.4           -0.9632        
-6.3           -0.9674        
-6.2           -0.9638        
-6.1           -0.9704        
-6             -0.9594        
-5.9           -0.9616        
-5.8           -0.9584        
-5.7           -0.9622        
-5.6           -0.9658        
-5.5           -0.9632        
-5.4           -0.959         
-5.3           -0.961         
-5.2           -0.9616        
-5.1           -0.9572        
-5             -0.9656        
-4.9           -0.9592        
-4.8           -0.9592        
-4.7           -0.9576        
-4.6           -0.9622        
-4.5           -0.961         
-4.4           -0.9592        
-4.3           -0.9612        
-4.2           -0.96          
-4.1           -0.9592        
-4             -0.9598        
-3.9           -0.9562        
-3.8           -0.9496        
-3.7           -0.952         
-3.6           -0.9518        
-3.5           -0.9402        
-3.4           -0.9388        
-3.3           -0.9414        
-3.2           -0.9336        
-3.1           -0.9298        
-3             -0.931         
-2.9           -0.926         
-2.8           -0.9178        
-2.70001       -0.9174        
-2.60001       -0.9104        
-2.50001       -0.8966        
-2.40001       -0.8842        
-2.30001       -0.8776        
-2.20001       -0.8606        
-2.10001       -0.8376        
-2.00001       -0.821         
-1.90001       -0.7586        
-1.80001       -0.7122        
-1.70001       -0.6378        
-1.60001       -0.5234        
-1.50001       -0.401         
-1.40001       -0.2388        
-1.30001       -0.068         
-1.20001       0.094          
-1.10001       0.2572         
-1.00001       0.4004         
-0.900005      0.5276         
-0.800005      0.6044         
-0.700005      0.713          
-0.600005      0.7554         
-0.500005      0.8212         
-0.400005      0.8606         
-0.300005      0.896          
-0.200005      0.9034         
-0.100005      0.9252         
-5.38081e-06   0.9434         
0.0999946      0.948          
0.199995       0.9514         
0.299995       0.9574         
0.399995       0.9672         
0.499995       0.9706         
0.599995       0.9766         
0.699995       0.9742         
0.799995       0.9762         
0.899995       0.9802         
0.999995       0.981          
1.09999        0.9868         
1.19999        0.9874         
1.29999        0.9882         
1.39999        0.9918         
1.49999        0.9922         
1.59999        0.993          
1.69999        0.9922         
1.79999        0.9926         
1.89999        0.9938         
1.99999        0.995          
2.09999        0.9948         
2.19999        0.997          
2.29999        0.9964         
2.39999        0.9974         
2.49999        0.996          
2.59999        0.9968         
2.69999        0.9976         
2.79999        0.998          
2.89999        0.9988         
2.99999        0.9984         
3.09999        0.998          
3.19999        0.998          
3.29999        0.9994         
3.39999        0.9978         
3.49999        0.9988         
3.59999        0.9992         
3.69999        0.9988         
3.79999        0.9992         
3.89999        0.9996         
3.99999        0.9996         
4.09999        0.9988         
4.19999        0.9996         
4.29999        0.999          
4.39999        0.9994         
4.49999        0.9994         
4.59999        0.9994         
4.69999        0.9996         
4.79999        0.9998         
4.89999        0.9996         
4.99999        1              
5.09999        0.9996         
5.19999        0.9998         
5.29999        0.9998         
5.39999        0.9998         
5.49999        0.9996         
5.59999        1              
5.69999        1              
5.79999        1              
5.89999        1              
5.99999        1              
6.09999        1              
6.19999        1              
6.29999        0.9998         
6.39999        0.9998         
6.49999        0.9996         
6.59999        1              
6.69999        1              
6.79999        1              
6.89999        1              
6.99999        1              
7.09999        1              
7.19999        1              
7.29999        1              
7.39999        1              
7.49999        1              
7.59999        0.9998         
7.69999        1              
7.79999        1              
7.89999        1              
7.99999        1              
