-25            -0.9822        
-24            -0.9772        
-23            -0.982         
-22            -0.9838        
-21            -0.9798        
-20            -0.9816        
-19            -0.9828        
-18            -0.98          
-17            -0.9808        
-16            -0.9786        
-15            -0.9804        
-14            -0.9802        
-13            -0.9836        
-12            -0.9796        
-11            -0.9786        
-10            -0.9806        
-9             -0.9768        
-8             -0.973         
-7             -0.9638        
-6             -0.949         
-5             -0.9184        
-4             -0.8534        
-3             -0.7508        
-2             -0.5748        
-1             -0.326         
0              0.0066         
1              0.3262         
2              0.5824         
3              0.755          
4              0.87           
5              0.9132         
6              0.948          
7              0.9606         
8              0.9736         
9              0.9782         
10             0.98           
11             0.9804         
12             0.98           
13             0.9856         
14             0.9802         
15             0.9854         
16             0.9814         
17             0.9812         
18             0.9826         
19             0.978          
20             0.9806         
21             0.9814         
22             0.9796         
23             0.9802         
24             0.9838         
